0,363636364;0,159090909;0,082872928;0,021186441;0,00867052;0,001172333;0,003311258;0,001324503;0,002853067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,454545455;0,409090909;0,243093923;0,069915254;0,052023121;0,015240328;0,014348786;0,01192053;0,004279601;0,003021148;0,001663894;0;0;0;0;0,001879699;0;0,002232143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,181818182;0,204545455;0,419889503;0,271186441;0,160404624;0,0996483;0,057395143;0,022516556;0,018544936;0,019637462;0,013311148;0,003241491;0,007017544;0,001751313;0;0,001879699;0;0;0,002325581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,136363636;0,17679558;0,411016949;0,325144509;0,233294256;0,12803532;0,078145695;0,065620542;0,027190332;0,021630616;0,019448947;0,012280702;0,010507881;0,005291005;0,001879699;0;0,004464286;0;0,002531646;0;0;0;0,002747253;0;0;0;0;0;0;0;0;0;0,002493766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,045454545;0,038674033;0,165254237;0,286127168;0,287221571;0,220750552;0,162913907;0,129814551;0,092145015;0,058236273;0,045380875;0,026315789;0,015761821;0,007054674;0,009398496;0,005565863;0,006696429;0,004651163;0,002531646;0;0;0,006042296;0;0;0;0;0,002421308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0,016574586;0,031779661;0,108381503;0,184056272;0,258278146;0,230463576;0,181169757;0,135951662;0,116472546;0,084278768;0,063157895;0,042031524;0,0335097;0,026315789;0,018552876;0,002232143;0,006976744;0,015189873;0,008547009;0,00297619;0,003021148;0;0,005763689;0,00243309;0;0,004842615;0;0,002570694;0;0;0;0;0;0;0,002597403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,045454545;0,005524862;0,014830508;0,036127168;0,0996483;0,141280353;0,186754967;0,185449358;0,15407855;0,143094842;0,097244733;0,08245614;0,068301226;0,047619048;0,035714286;0,022263451;0,022321429;0,011627907;0,010126582;0,002849003;0,014880952;0,006042296;0,002747253;0;0,00486618;0,002638522;0,004842615;0,002583979;0;0,002610966;0;0,002512563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0,004237288;0,010115607;0,038686987;0,080573951;0,121854305;0,156918688;0,152567976;0,148086522;0,13452188;0,107017544;0,068301226;0,059964727;0,04887218;0,029684601;0,020089286;0,018604651;0,02278481;0,008547009;0,008928571;0,006042296;0,008241758;0,002881844;0;0,002638522;0,002421308;0,005167959;0;0,002610966;0;0;0;0;0;0;0;0;0;0;0,003012048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0,004237288;0,002890173;0,015240328;0,029801325;0,079470199;0,115549215;0,135951662;0,12312812;0,111831442;0,10877193;0,092819615;0,059964727;0,062030075;0,046382189;0,042410714;0,027906977;0,027848101;0,014245014;0,011904762;0,012084592;0,002747253;0,002881844;0,00486618;0,007915567;0,00968523;0,002583979;0;0;0;0;0;0;0;0;0;0,005376344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006756757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0,011049724;0,002118644;0,001445087;0,015240328;0,026490066;0,039735099;0,04850214;0,090634441;0,108153078;0,126418152;0,101754386;0,094570928;0,091710758;0,067669173;0,046382189;0,029017857;0,023255814;0,035443038;0,022792023;0,026785714;0,012084592;0,013736264;0;0,00973236;0,005277045;0,002421308;0,002583979;0,002570694;0;0;0;0;0;0;0;0;0;0;0,002915452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0,001445087;0,001172333;0,011037528;0,018543046;0,022824536;0,070996979;0,081530782;0,106969206;0,092982456;0,099824869;0,074074074;0,088345865;0,07606679;0,051339286;0,037209302;0,027848101;0,034188034;0,014880952;0,006042296;0,013736264;0,014409222;0,00973236;0,005277045;0,007263923;0,005167959;0,002570694;0;0,007792208;0;0;0;0,005263158;0;0;0;0,002702703;0,002915452;0,003012048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0
0;0;0;0;0;0,002344666;0,006622517;0,01589404;0,015691869;0,031722054;0,063227953;0,077795786;0,092982456;0,103327496;0,104056437;0,101503759;0,083487941;0,060267857;0,058139535;0,032911392;0,042735043;0,023809524;0,012084592;0,019230769;0,014409222;0,01459854;0;0,004842615;0,002583979;0,002570694;0;0;0;0;0,002645503;0,002631579;0;0;0;0;0;0;0;0;0;0;0;0;0,002816901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0,001445087;0,002344666;0,005518764;0,01192053;0,014265335;0,025679758;0,038269551;0,05834684;0,107017544;0,094570928;0,132275132;0,093984962;0,072356215;0,091517857;0,079069767;0,048101266;0,03988604;0,014880952;0,036253776;0,021978022;0,011527378;0,01459854;0,018469657;0,002421308;0,015503876;0,002570694;0,005221932;0,002597403;0,002512563;0;0;0;0,002597403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0,002118644;0;0;0,003311258;0,005298013;0,014265335;0,019637462;0,023294509;0,02917342;0,070175439;0,106830123;0,114638448;0,090225564;0,094619666;0,084821429;0,1;0,075949367;0,048433048;0,047619048;0,024169184;0,03021978;0,014409222;0,02189781;0,005277045;0,014527845;0,005167959;0,007712082;0,002610966;0;0,002512563;0,004987531;0,005291005;0;0,002597403;0;0;0;0;0;0;0;0;0,002840909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0,002118644;0,001445087;0;0,002207506;0,005298013;0,008559201;0,01510574;0,011647255;0,037277147;0,038596491;0,056042032;0,084656085;0,101503759;0,12987013;0,098214286;0,069767442;0,083544304;0,07977208;0,047619048;0,054380665;0,032967033;0,043227666;0,01459854;0,023746702;0,00968523;0,007751938;0,007712082;0,002610966;0,005194805;0,002512563;0;0;0,005263158;0,007792208;0,00265252;0;0;0;0;0;0,002777778;0,003205128;0,002840909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
